faction,title,type,rarity,health,attack,defense,speed,crit_rate,crit_damage,resist,accuracy,skill_1,skill_2,skill_3,skill_4,skill_5
High Elves,Jinglehunter,Attack,Epic,14700,1498,826,101,15,60,30,0,"Missile Toe Level 1
 Attacks 1 enemy 2 times. Has a 40% chance of placing a 30%
 {Decrease SPD] debuff for 2 turns if this attack is critical.
 
 Damage based on: [ATK]
 
  
 
 x Decrease SPD
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +5%
 
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Damage +10%
 
 ONY","Jacked Frost Level 1
 Attacks 1 enemy. Has a 50% chance of placing a [Freeze] debuff on
 all enemies for 1 turn if this attack kills the enemy.
 
 Damage based on: [ATK]
 
  
 
 Es Freeze
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Buff/Debuff Chance +5%","Cold Snap Level 1
 Attacks all enemies. Decreases the Turn Meter by 20% if this attack
 is critical. Fills this Champion's Turn Meter by 10% if this attack is
 critical.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Aura
 Increases Ally SPD in the Arena by 24%.",
High Elves,Luthiea,Attack,Epic,14370,1277,1068,93,15,50,30,20,"Burning Arrow Level 1
 Attacks 1 enemy. Has a 30% chance of placing a 5% [Poison] debuff
 for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 dé Poison
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Buff/Debuff Chance +10%","Ice Shot Level 1
 Attacks 3 times at random. Each hit has a 25% chance of placing a
 [Freeze] debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 3B Freeze
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Numbing Poison Level 1
 Attacks all enemies. Has a 75% chance of placing a 30% [Decrease
 SPD] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 & Decrease SPD
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +15%
 Lvl. 6 Cooldown -1",Aura,
High Elves,Marksman,Attack,Epic,14700,1432,892,92,15,60,30,0,"Venom Arrow Level 1
 Attacks 1 enemy. Places a 5% [Poison] debuff for 1 turn if the attack
 is critical. Has a 15% chance of granting an Extra Turn.
 
 Damage based on: [ATK]
 
  
 
 dé Poison
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +5%
 
 e ire","Impressive Shot Level 1
 Attacks 1 enemy. Fills the Turn Meter of all allies by 20%. Has an
 extra 15% chance of inflicting a critical hit.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Thorns Level 1
 Attacks 4 times at random. Each hit has a 25% chance to Ignore
 DEF.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +15%
 
 Lvl. 3 Damage +15%
 
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Cooldown -1","Aura
 Increases Ally DEF in the Arena by 32%.",
High Elves,Royal Guard,Attack,Epic,15030,1531,771,93,15,60,30,0,"Razor Blade Level 1
 Attacks 1 enemy. Has a 50% chance of placing a 60% [Decrease
 DEF] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +10%","Takedown Level 1
 Attacks all enemies. Damage increases according to enemy MAX
 HP.
 
 Damage based on: [ATK] [Enemy MAX HP]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%","Hamstring Level 1
 Attacks 4 times at random. Each hit has a 60% chance of placing a
 30% [Decrease SPD) debuff for 2 turns. Each hit also has a 60%
 chance of decreasing the target's Turn Meter by 25%.
 
 Damage based on: [ATK]
 
  
 
 & Decrease SPD
 
  
 
 Lvl. 2 Damage +10%
 
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Cooldown -1","Aura
 Pd
 w
 o
 >
 a
 ao
 c
 o
 a
 a
 c
 =
 a
 £
 x
 E
 <
 =
 4
 o
 a
 a
 ®
 S
 &",
High Elves,Tayrel,Defense,Epic,16185,881,1343,95,15,50,45,0,"Humble Level 1
 Attacks 1 enemy 2 times. Each hit has a 40% chance of placing a
 50% [Decrease ATK] debuff for 2 turns. Damage inflicted is
 proportional to DEF.
 
 Damage based on: [DEF]
 
  
 
 Rm Decrease ATK
 
  
 
 Lvl. 2 Buff/Debuff Chance +5%
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Damage +15%","Singing Steel Level 1
 Attacks all enemies. Has a 75% chance of placing a 60% [Decrease
 DEF] debuff for 2 turns. If the target is under a [Decrease ATK]
 debuff, it will place a [Sleep] debuff for 1 turn. Damage inflicted is
 proportional to DEF.
 
 Damage based on: [DEF]
 
  
 
 *M Decrease DEF
 Zz Sleep
 
 Lvl. 2 Damage +10%
 
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +10%","Preemptive Strike Level 1
 Attacks 1 enemy. Decreases the target's Turn Meter by 50%. If the
 attack fully depletes the Turn Meter, it will place a [Stun] debuff for
 2 turns. Damage inflicted is proportional to DEF.
 
 Damage based on: [DEF]
 
 © Stun
 
  
 
  
 
 Lvl. 2 Damage +10%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Aura
 reases Ally DEF in all Battles by 2:",
High Elves,Thenasil,Support,Epic,15360,969,1035,105,15,50,30,0,"Spring Lullaby Level 1
 Attacks 1 enemy. Has a 15% chance of placing a [Sleep] debuff for
 1 turn.
 
 Damage based on: [ATK]
 
  
 
 Zz Sleep
 
  
 
 Lvl. 2 Buff/Debuff Chance +5%
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Buff/Debuff Chance +10%
 Lvl. 6 Buff/Debuff Chance +10%","Oak-Skinned Level 1
 Places a 60% [increase DEF) buff on all allies for 2 turns. Heals all
 allies by 25% of this Champion's MAX HP.
 
  
 
 @ increase DEF
 
  
 
 Lvl. 2 Heal +5%
 Lvl. 3 Heal +5%
 Lvl. 4 Heal +10%
 Lvl. 5 Cooldown -1
 
  
 
 -","Wither Level 1
 Attacks all enemies. Decreases the duration of all enemy buffs by 1
 turn.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1
 
  
 
 44","Aura
 Increases Ally RESIST in Dungeons by 70.",
High Elves,Vergis,Defense,Epic,16020,925,1310,98,15,50,45,0,"Pierce Level 1
 Attacks 1 enemy. Has a 50% chance of placing a 50% [Decrease
 ACC] debuff for 2 turns. Damage inflicted is proportional to DEF.
 
 Damage based on: [DEF]
 
  
 
 eS Decrease ACC
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Buff/Debuff Chance +5%","Aegis Level 1
 Places a 15% [Continuous Heal] buff on a target ally for 2 turns.
 Places a 50% [Ally Protection] buff on the target ally for 2 turns. This
 Champion will take 50% of the damage inflicted on the target ally.
 
  
 
 KR Ally Protection
 @ Continuous Heal
 
 Lvl. 2 Cooldown -1","Second Wind [Passive] Level 1
 Places a 15% [Continuous Heal] buff on this Champion for 2 turns
 every time their HP drops below 50%.
 
  
 
 + Continuous Heal
 
  
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1","Aura
 Increases Ally DEF in Cras y 33%.",
High Elves,Belanor,Attack,Legendary,15195,1520,1046,105,15,63,30,10,"Swordleader Level 1
 Attacks 1 enemy. Places a 30% [increase C. RATE] buff on all allies
 for 1 turn if this attack is critical.
 
 Damage based on: [ATK]
 
  
 
 W increase C. RATE
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Damage +10%","insurmountable Level 1
 Places a 60% [Decrease DEF] and a 25% [Weaken] debuff for 2 turns
 on 1 enemy, then attacks them. Places a 60% [Increase DEF) buff
 on this Champion for 2 turns if this attack kills an enemy.
 
 Damage based on: [ATK]
 
  
 
 @ increase DEF
 ""MY Decrease DEF
 * Weaken
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%","Overkill Level 1
 Attacks 1 enemy. Will heal this Champion equal to any surplus
 damage if the target is killed.
 
 Damage based on: [ATK]
 
 Lvl. 2 Damage +10%
 Lvl. 3 Cooldown -1","Tactical Partner Level 1
 Places a 5% [Poison] debuff, a 50% [Decrease ATK] debuff, a 30%
 {Decrease SPD) debuff, and a 50% [Decrease ACC] debuff for 2
 turns.
 
 [Only available when Zavia is on the same team.]
 
  
 
 dé Poison
 
 Rm Decrease ATK
 x Decrease SPD
 S Decrease ACC","Aura
 Increases Ally C. RATE in all Battles by 24%."
High Elves,Elenaril,Attack,Legendary,14535,1387,1222,96,15,43,30,0,"Searing Rebuke Level 1
 Attacks 1 enemy. Places a [Burn] debuff for 2 turns. This debuff
 cannot be resisted.
 
 Damage based on: [ATK]
 
  
 
 @ HP Burn
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Damage +10%","Smolder Level 1
 Attacks all enemies. Places a 5% [Poison] debuff for 2 turns. Places
 a second 5% [Poison] debuff for 2 turns if the attack is critical.
 
 Damage based on: [ATK]
 
  
 
 é Poison
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Combust Level 1
 debuffs on all enemies insta|",,
High Elves,Ithos,Attack,Legendary,18825,1608,716,99,15,63,30,10,"Gouge Level 1
 Attacks 1 enemy. Has a 20% chance of granting an Extra Turn.
 Decreases enemy MAX HP by 15% of damage dealt.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Damage +10%","Outburst Level 1
 Attacks all enemies 3 times. Places a 15% [Weaken] debuff for 2
 turns.
 
 Damage based on: [ATK]
 
  
 
 3K Weaken
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Extinguish Life Level 1
 Attacks all enemies. This attack is always critical.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1
 Lvl. 6 Cooldown -1","Aura
 Increases Ally C. RATE in the Arena by 33%.
 
 7""",
High Elves,Lyssandra,Support,Legendary,21480,969,1178,110,15,50,30,10,"Transference Level 1
 Attacks 1 enemy. Transfers all debuffs from this Champion to the
 target.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Exhaustion Level 1
 Attacks 1 enemy. Fully depletes the target's Turn Meter.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Energize Level 1
 Places a 30% [Increase SPD] buff on all allies for 2 turns. Fills the
 Turn Meter of all allies by 30%. Decreases the Turn Meter of all
 enemies by 30%.
 
  
 
 £ increase SPD
 
  
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1","Aura
 Increases Ally SPD in all Battles by 24%.",
High Elves,Royal Huntsman,Attack,Legendary,16350,1553,936,105,15,63,30,0,"Confident Shot Level 1
 Attacks 1 enemy. Places a 50% [Increase ATK] buff on this
 Champion for 2 turns if this attack is critical.
 
 Damage based on: [ATK]
 
  
 
 M Increase ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%","Slaughter Volley Level 1
 Attacks all enemies. Places a 50% [Decrease DEF] debuff on the
 target for 2 turns if this attack is critical.
 
 Damage based on: [ATK]
 
  
 
 % Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Dead Aim Level 1
 Attacks 1 enemy. Will ignore DEF by 100%.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +10%","Aura
 Increases Spirit Ally ATK in all Battles by 38%.",
High Elves,Shirimani,Support,Legendary,19980,1167,1079,104,15,50,40,0,"Bolts of Cold Level 1
 Attacks 3 times at random. Has a 15% chance of placing a [Freeze]
 debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 Es Freeze
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%","Rejuvenating Wave Level 1
 Heals 1 ally by 50% and other allies by 20% of their MAX HP. Places
 a 15% [Continuous Heal] buff for 2 turns on targets with full HP.
 
 + Continuous Heal
 
 Lvl. 2 Cooldown -1
 
 et
 
 Ia","Ice Storm Level 1
 Attacks all enemies. Has an 80% chance of placing a [Freeze]
 debuff for 1 turn. Fills this Champion's Turn Meter by 10% for each
 attacked enemy.
 
 Damage based on: [ATK]
 
 Eo Freeze
 
  
 
  
 
 Lvl. 2 Buff/Debuff Chance +5%
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Damage +5%
 
 Lvl. 6 Buff/Debuff Chance +10%
 Lvl. 7 Cooldown -1",,
High Elves,Apothecary,Support,Rare,17175,881,1002,106,15,50,30,0,"Scatterbolt Level 1
 Attacks 3 times at random.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Soothing Chant Level 1
 Heals a target ally by 35% HP. This Heal can be critical.
 
  
 
 Lvl. 2 Heal +5%
 Lvl. 3 Heal +5%
 Lvl. 4 Heal +5%
 Lvl. 5 Cooldown -1","Boon of Speed Level 1
 Places a 30% [Increase SPD] buff on all allies for 2 turns. Fills the
 Turn Meter of all allies by 15%.
 
  
 
 £ increase SPD
 
  
 
 Lvl. 2 Cooldown -1",Aura,
High Elves,Avenger,Attack,Rare,12225,1398,815,104,15,57,30,0,"Hunt Level 1
 Attacks 1 enemy. Has a 30% chance of placing a 30% [Decrease
 DEF] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 e Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +10%
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +10%
 Lvl. 6 Damage +10%","Lethal Vortex Level 1
 Attacks at random 2 times. Has an extra 15% chance of inflicting a
 critical hit.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%
 Lvl. 6 Cooldown -1","Fatal Blow Level 1
 Attacks 1 enemy. This Skill always inflicts a critical hit.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%",,
High Elves,Elhain,Attack,Rare,14370,1233,837,107,15,57,30,0,"Keen Shot Level 1
 Attacks 1 enemy. Places an extra hit if this attack is critical.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Lightning Arrow Level 1
 Attacks 1 enemy, then all enemies. Has an extra 15% chance of
 inflicting a critical hit. Places a 30% [Increase C. RATE] buff on this
 Champion for 3 turns if a target is killed.
 
 Damage based on: [ATK]
 
  
 
 Ww Increase C. RATE
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%
 Lvl. 6 Cooldown -1","Valley of Death Level 1
 Attacks all enemies 2 times.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Aura
 Increases Ally HP in all Battles by 1",
High Elves,Heiress,Attack,Rare,12390,1167,1035,94,15,57,30,0,"Bullseye Level 1
 Attacks 1 enemy. Grants an Extra Turn if the target is killed.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%","Exhortation Level 1
 Removes 1 random debuff from all allies. Has a 60% chance of
 placing a 30% [increase SPD] on all allies for 2 turns.
 
  
 
 F increase SPD
 
  
 
 Lvl. 2 Buff/Debuff Chance +10%
 Lvl. 3 Buff/Debuff Chance +10%
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +10%","Avenger [Passive] Level 1
 Counterattacks the attacker whe ally is attacked.","Aura
 Increases Ally SPD in Dungeons by 16%.",
High Elves,Hyria,Attack,Rare,12060,1476,749,101,15,57,30,0,"Feint Level 1
 Attacks 1 enemy. Has an extra 25% chance of inflicting a critical hit.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +10%","Poisonous Lily Level 1
 Attacks 1 enemy 3 times. Each hit has a 35% chance of placing a 5%
 [Poison] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 é Poison
 
  
 
 Lvl. 2 Buff/Debuff Chance +5%
 Lvl. 3 Damage +5%
 
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +10%",Lead the Charge Level 1,"Aura
 Increases Ally C. RATE in the Arena by 16%.",
High Elves,Magister,Support,Rare,16845,782,848,101,15,50,30,0,"Majestic Staff Level 1
 Attacks 1 enemy. If the hit is critical, places a 25% [Increase ATK]
 buff on a random ally for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 - Increase ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Anoint Level 1
 Places a 30% [Revive On Death] buff and a 30% [Reflect Damage]
 buff on a target ally for 2 turns. Heals all other allies by 10% of the
 target's HP.
 
  
 
 mm Reflect Damage
 WE Revive On Death
 
 Lvl. 2 Heal +5%
 Lvl. 3 Heal +5%
 Lvl. 4 Heal +10%
 Lvl. 5 Heal +10%","Censure Level 1
 Attacks all enemies. Has a 50% chance of placing a 50% [Heal
 Reduction] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 & Heal Reduction
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +15%",,
High Elves,Elfguard,Attack,Uncommon,13215,1156,716,92,15,50,30,0,"Puncture Level 1
 Attacks 1 enemy. Has a 25% chance of placing a 25% [Decrease
 ATK] debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 YW Decrease ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%","Impale Level 1
 Attacks 1 enemy. Decreases the Turn Meter by 50%.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%
 Lvl. 6 Cooldown -1",,,
High Elves,Jaeger,Attack,Uncommon,14370,1200,595,100,15,50,30,0,"Shackle Shot Level 1
 Attacks 1 enemy. Has a 10% chance of placing a 15% [Decrease
 SPD] debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 z Decrease SPD
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Buff/Debuff Chance +10%","Freezing Arrow Level 1
 Attacks 1 enemy. Has a 30% chance of placing a [Freeze] debuff for
 1 turn.
 
 Damage based on: [ATK]
 
  
 
 Es Freeze
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +10%
 Lvl. 6 Buff/Debuff Chance +20%
 Lvl. 7 Cooldown -1",,,
Knight Revenant,Crypt Witch,Attack,Epic,14865,1421,892,98,15,60,30,0,"Fetid Steel Level 1
 Attacks 1 enemy. Deals 30% more damage if the target has any
 buffs. Will ignore [Shield] and [Block Damage] buffs.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%","Dismantle Level 1
 Attacks 2 times at random. Has a 75% chance of placing a 60%
 {Decrease DEF] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 *% Decrease DEF
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +15%
 Lvl. 6 Cooldown -1","Not So Fast Level 1
 Attacks 1 enemy. Will ignore 50% of the target's DEF if the target is
 faster than this Champion.
 
 Damage based on: [ATK]
 
  
 
 Lvl, 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%",,
Knight Revenant,Deathless,Defense,Epic,18990,881,1156,92,15,50,30,0,"Grave Whispers Level 1
 Attacks 1 enemy. Has a 70% chance of placing a 60% [Decrease
 DEF] debuff for 2 turns if 1 or more allies are dead, a 30% [Decrease
 SPD] debuff for 2 turns if 2 or more allies are dead, and a 50%
 {Decrease ACC] debuff for 2 turns if 3 or more allies are dead.
 
 Damage inflicted is proportional to DEF.
 
 Damage based on: [DEF]
 
  
 
 M Decrease DEF
 BF Decrease SPD
 eS Decrease ACC
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +10%
 Lvl. 6 Buff/Debuff Chance +10%","Vile Insults Level 1
 Places a 30% [Reflect Damage] buff on this Champion for 2 turns,
 then attacks 1 enemy. Has an 80% chance of placing a [Provoke]
 debuff for 1 turn.
 
 Damage inflicted is proportional to DEF.
 
 Damage based on: [DEF]
 
  
 
 SK Reflect Damage
 ¥ Provoke
 
 Lvl. 2 Damage +10%
 Lvl. 3 Damage +10%
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +10%","Grim Revenge Level 1
 Attacks all enemies. This attack will always be critical if there are 2
 or more dead allies. Damage increases according to the number of
 dead allies.
 
 Damage based on: [DEF]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1
 Lvl. 6 Cooldown -1","Aura
 Increases Ally RESIST in the Arena by 70.",
Knight Revenant,Doompriest,Support,Epic,19320,980,1035,100,15,50,30,0,"Fate Weave Level 1
 Attacks 1 enemy. If the hit is critical, places a 15% [Increase C
 RATE] buff on a random ally for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 ¥ Increase C. RATE
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Mass Possession Level 1
 Places a 50% [Increase ATK] buff on all allies for 2 turns.
 
  
 
 mw Increase ATK
 
  
 
 Lvl. 2 Cooldown -1","Bolster [Passive] Level 1
 Heals all allies by 7.5% of their HP and removes 1 random debuff
 from them at the start of this Champion's turn.
 
 TF mt","Aura
 Increases Force Ally SPD in all Battles by 15%.",
Knight Revenant,Faceless,Attack,Epic,17505,1398,738,101,15,60,30,0,"Fireball Level 1
 Attacks 1 enemy. Has a 15% chance of placing an extra hit.
 
 Damage based on: [ATK]
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%","Lightning Level 1
 Places a 30% [Increase C. RATE] buff on this Champion for 2 turns,
 then attacks 1 enemy.
 
 Damage based on: [ATK]
 
  
 
 Ww Increase C. RATE
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Ice Bolt Level 1
 Attacks 1 enemy. Will ignore [Shield] and [Block Damage] buffs as
 well as DEF.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Damage +10%","Aura
 Increases Ally ATK in the Arena by 21%.",
Knight Revenant,Kytis,Attack,Epic,14865,1222,1079,95,15,60,30,0,"Soul Reaper Level 1
 Attacks 1 enemy. Has an 85% chance of placing a 100% [Heal
 Reduction] debuff for 2 turns if the target has a [Continuous Heal]
 buff.
 
 Damage based on: [ATK]
 
  
 
  
 
 4 Heal Reduction
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Buff/Debuff Chance +10%","Spikes Level 1
 Places a 50% [Increase ATK] buff on this Champion for 2 turns, then
 attacks 4 times at random. The attacks will be critical if the target
 has a [Continuous Heal] buff.
 
 Damage based on: [ATK]
 
  
 
 - Increase ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1
 Lvl. 6 Cooldown -1","Bleeding Wounds Level 1
 Attacks all enemies 2 times. Damage increases according to the
 amount of HP this Champion has lost.
 
 This is a secret skill and only becomes available when this
 Champion has lost 50% of their HP.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%","Aura
 Increases Ally HP in the Arena by 33%.",
